fingerprint,brand,product_name,positive_rewrites,negative_rewrites,positive_body_rewrites,negative_body_rewrites,model,prompt_version
7087d8fbaff1eca9ba334bcfb6d4b77ea4144a76f0f1be884ea9bf9fcd568e9b,全家,瑪利歐抹茶菠蘿,"[{""source_index"":4,""text"":""抹茶不苦，冰過口感加分""},{""source_index"":5,""text"":""內餡有誠意，微苦能中和甜味""},{""source_index"":8,""text"":""冷凍後內餡像冰淇淋，口感加分""}]","[{""source_index"":3,""text"":""熱量偏高""}]",[],[],gpt-5.6-luna,comment-picks-v2-rewrite
709d163d1fd7f01d28205e657969879ea627fb7f90b74cc0f4b2d9bcc2bb7e21,7-11,煙燻豬肝,[],"[{""source_index"":11,""text"":""口感太硬""}]","[{""source_index"":5,""text"":""煙燻味香""},{""source_index"":6,""text"":""沒有明顯腥味""},{""source_index"":12,""text"":""適合當下酒菜，方便好吃""}]",[],gpt-5.6-luna,comment-picks-v2-rewrite
70dde85b567513d1ffb051aaefd34cb6dacaf190a17102801ad64d09d8b5594f,全家,康普茶石榴紅氣泡飲,[],"[{""source_index"": 5,""text"": ""像有氣的果醋飲，味道普通""}]",[],[],gpt-5.6-luna,comment-picks-v3-aspect-coverage
70e892fd24afe20b02e1a21a3fe85388b080571cea18a8beec48a9e9ea077751,7-11,林義豐冬瓜茶,"[{""source_index"":13,""text"":""不想自己煮時，買現成很方便""},{""source_index"":18,""text"":""成分單純，少香料""}]","[{""source_index"":3,""text"":""味道不像義豐，不如味丹""},{""source_index"":5,""text"":""甜度太高""},{""source_index"":26,""text"":""有化學味，喝不完丟掉""}]",[],[],gpt-5.6-luna,comment-picks-v3-aspect-coverage
71065fd4b704a03a547a5a84075a3c5a235dcca1f04d941a2be69011337e1998,全家,芝麻糊糊,[],[],"[{""source_index"":4,""text"":""甜度約一分糖到微糖""},{""source_index"":5,""text"":""有小地瓜圓和花生碎""}]","[{""source_index"":0,""text"":""口感很稀，真的非常稀""},{""source_index"":2,""text"":""不像芝麻糊，比較像芝麻水""},{""source_index"":6,""text"":""想喝濃稠芝麻糊可跳過""}]",gpt-5.6-luna,comment-picks-v2-rewrite
711baf9f1893589818544643bf46fea47054ccce824d99dc3d5dd550df722703,全家,肯瓊風味烤雞胸棒,"[{""source_index"":0,""text"":""肯瓊風味特別，自己很喜歡""}]","[{""source_index"":10,""text"":""份量真的有點小""}]",[],[],gpt-5.6-luna,comment-picks-v3-aspect-coverage
71208c1445341f2f97ad4db9502b024466df190b474321c70cb0ae4f54e0cf5e,全家,Emina莓果巧克力起司,[],[],"[{""source_index"":11,""text"":""莓果巧克力起司偏甜，但整體不錯""}]",[],gpt-5.6-luna,comment-picks-v3-aspect-coverage
7129696e67eb88c3a70048193982bdbcd7f3c17f0df3377c9084f42c0852bbe5,7-11,雪淋霜香檳葡萄霜淇淋,"[{""source_index"":17,""text"":""奶味較葡萄味明顯，夏天吃清爽""}]","[{""source_index"":15,""text"":""有口香糖般的香料味""},{""source_index"":16,""text"":""口感偏水，奶味不搭""}]",[],[],gpt-5.6-luna,comment-picks-v3-aspect-coverage
7140f8edaa0a1d765f142dbb0fe4bcdc0883fc59159be3c386fc22b37223f5ee,全家,生香濃花生滿餡麵包,"[{""source_index"":13,""text"":""花生餡料多，符合滿餡""},{""source_index"":41,""text"":""花生餡有顆粒感""},{""source_index"":44,""text"":""微波十秒後餡料會流動""}]","[{""source_index"":31,""text"":""改版後變得不好吃""},{""source_index"":61,""text"":""熱量太高，讓人不敢買""}]",[],[],gpt-5.6-luna,comment-picks-v3-aspect-coverage
715a05aa3e24bc0f0cf48fb67f78db7a443acb990cdfddbc1412db706185352f,7-11,韓國生乳風味甜甜圈,[],"[{""source_index"":0,""text"":""價格高又容易膩，吃不完""}]","[{""source_index"":10,""text"":""麵包體偏濕但很軟，輕咬入口""}]",[],gpt-5.6-luna,comment-picks-v2-rewrite
715c2fe502d9500a29a8b4ac201f78bf8dca4e7f4abf3c00d8745f064800ba85,7-11,LOTTE雪見大福冰淇淋,[],[],"[{""source_index"":7,""text"":""一盒兩顆，附上叉子""},{""source_index"":13,""text"":""麻糬皮非常軟Q""},{""source_index"":14,""text"":""奶香與煉乳甜度足""}]",[],gpt-5.6-luna,comment-picks-v3-aspect-coverage
7160c2a5c0462c07bc235d5181d545f8407973e1bbb8628047524e8a96bf77e9,7-11,HomealxSN剝皮辣椒雞細扁麵,[],[],"[{""source_index"":1,""text"":""剝皮辣椒醬小辣，較不油膩""}]","[{""source_index"":2,""text"":""麵體偶爾偏硬，雞肉不算多""}]",gpt-5.6-luna,comment-picks-v3-aspect-coverage
716cc4d16fbf83c6bf056bf9bc8eab79d9e51437ab2dd4c934c316d0032f2184,7-11,樂事麻油雞,[],"[{""source_index"":2,""text"":""麻油香很淡，吃不出雞味""},{""source_index"":6,""text"":""麻油香若有似無""},{""source_index"":10,""text"":""只適合嚐鮮，不會回購""}]","[{""source_index"":1,""text"":""願意再吃第二口""}]",[],gpt-5.6-luna,comment-picks-v2-rewrite
716d8eeaa16d76d6d88db97ab76c7c3e5d70c70b361b3e580760ba68a3663bbd,7-11,爆蛋流心豬肉堡,"[{""source_index"":13,""text"":""肉排很厚""}]","[{""source_index"":2,""text"":""漢堡壓得很扁""},{""source_index"":4,""text"":""109元價格偏高""},{""source_index"":9,""text"":""微波漢堡比現做還貴""}]",[],[],gpt-5.6-luna,comment-picks-v2-rewrite
7177ea25dc8f1ec859061b0de802cc01c1ab497905c8ca6ce88952e26507ad9a,萊爾富,酷洛米棒棒糖可可,[],[],"[{""source_index"":14,""text"":""同價位棒棒糖CP值較高""}]","[{""source_index"":13,""text"":""棒棒糖較難做成功""}]",gpt-5.6-luna,comment-picks-v3-aspect-coverage
71856cd718a6338342648611df4523050d06fc03f3b8ca9f88109f09ff5fafd1,全家,香蒜胡椒肉骨茶麵,"[{""source_index"":1,""text"":""蒜香與胡椒香很突出""}]",[],[],"[{""source_index"":5,""text"":""價格偏高""}]",gpt-5.6-luna,comment-picks-v3-aspect-coverage
718ff95380e82aba75675021ff68aff6990fe8422df0f266f53a820f786c32c0,7-11,澄C咖啡,[],[],[],"[{""source_index"":4,""text"":""像很甜的檸檬咖啡，人工香料味明顯""}]",gpt-5.6-luna,comment-picks-v3-aspect-coverage
719444c66b58bb93e51962d006f9335fba415dc6b7cb66237dcd19e7675b5fb8,全家,OSAMUGOODS貴妃荔枝酒,[],[],[],"[{""source_index"":2,""text"":""啤酒味比荔枝味重""},{""source_index"":4,""text"":""喝起來是帶苦味的啤酒""},{""source_index"":7,""text"":""喝完會覺得普通啤酒就好""}]",gpt-5.6-luna,comment-picks-v3-aspect-coverage
71a56d6b07b24c96bd48cda593b65da9aa8f8a45ef4af5cd2ae67d9d8cf1cc33,全家,包邊絨毛袋,"[{""source_index"":3,""text"":""杯麵款很可愛，周邊少見""}]",[],[],[],gpt-5.6-luna,comment-picks-v3-aspect-coverage
71ac99449230a427fa7c4e1ababa32998c001807a8688a30ca9df8408f3f5202,全家,雙層果凍包,"[{""source_index"":0,""text"":""包包很可愛""},{""source_index"":1,""text"":""雙層包適合帶去海邊""},{""source_index"":4,""text"":""可拆成兩個包使用""}]",[],[],[],gpt-5.6-luna,comment-picks-v3-aspect-coverage
71acdce846defc59c84832df7ed23dd462e53103d951b0c772719da9d1a60660,萊爾富,厚排骨飯,"[{""source_index"":4,""text"":""排骨厚大塊，價格合理""},{""source_index"":9,""text"":""排骨不乾，吃起來好吃""}]","[{""source_index"":22,""text"":""排骨偏薄、肥肉多，吃起來空虛""}]",[],[],gpt-5.6-luna,comment-picks-v3-aspect-coverage
71b17aaf5b67b3333cf39db0d5408210415c2a460e924ced9d80a8e794910a9e,全家,微醉西洋梨蘋果雞尾酒,[],[],"[{""source_index"": 0,""text"": ""蘋果微酸，和西洋梨很搭""},{""source_index"": 3,""text"": ""不太甜，順口不膩""}]",[],gpt-5.6-luna,comment-picks-v3-aspect-coverage
71b620a5a5ee6e2b27b6d7f5427895f203cd6ed46ce99f35e03773fa7e2918c3,7-11,醬香軟骨肉,[],"[{""source_index"":0,""text"":""湯汁偏鹹，適合配白飯""}]",[],[],gpt-5.6-luna,comment-picks-v3-aspect-coverage
71cb50c1b3adffbc638ae3974d02b7f3967d4373ea0ef3602cc39b550611f544,全家,阿莎咪米草莓厚奶雲餡泡芙,"[{""source_index"":1,""text"":""內餡很多""},{""source_index"":9,""text"":""草莓沒有化學味""},{""source_index"":12,""text"":""外皮沒有紙箱感""}]",[],[],[],gpt-5.6-luna,comment-picks-v3-aspect-coverage
71e25d9903cdc2af6a0e9bb4c3558aefcff193252b19a9b0bbf47e2e30af27fd,全家,可樂果烤香腸,"[{""source_index"":0,""text"":""烤香腸口味很還原""}]",[],[],"[{""source_index"":15,""text"":""烤香腸口味偏鹹，需配飲料""}]",gpt-5.6-luna,comment-picks-v3-aspect-coverage
71e36775d2989952a8a5996a5f94ff889bacdc88f3b98f1b839e2408bd726ef5,全家,咖啡濃餡卡士達蛋捲禮盒,"[{""source_index"":10,""text"":""咖啡蛋捲好吃""}]","[{""source_index"":11,""text"":""好吃，但價格偏貴""}]",[],[],gpt-5.6-luna,comment-picks-v3-aspect-coverage
71e3be975c10fc68f62b173c25c30f63322ec2b70b5147794d9807ae7fc04aac,全家,蝦乖乖原味,[],[],"[{""source_index"":1,""text"":""蝦味濃、不太鹹，大小好入口""}]",[],gpt-5.6-luna,comment-picks-v3-aspect-coverage
71f8e9c9ec46b0f1a3f89e14f681fa3dc21783befaf213bf09354c4b1da86f82,7-11,晨光巧克力生土司,"[{""source_index"":15,""text"":""微波10秒後濕潤鬆軟""},{""source_index"":42,""text"":""很難買，但很好吃""},{""source_index"":73,""text"":""口感QQ，但價格偏高""}]","[{""source_index"":16,""text"":""吃不出太多生吐司特色""},{""source_index"":74,""text"":""像普通抹巧克力醬厚片""},{""source_index"":92,""text"":""比普通好一點，但CP值低""}]",[],[],gpt-5.6-luna,comment-picks-v2-rewrite
7215a407f896aefff95f91c357cb5d0d1ed97c563373374136bd5650f19057a2,全家,牧場直送4.0玉米牛奶雪糕,"[{""source_index"":2,""text"":""冰凍玉米粒口感有趣""},{""source_index"":8,""text"":""甜中帶微鹹，玉米牛奶味好吃""},{""source_index"":13,""text"":""喜歡玉米的口感與味道""}]","[{""source_index"":27,""text"":""冷凍玉米偏硬，口感突兀""}]",[],[],gpt-5.6-luna,comment-picks-v2-rewrite
721ca54f81bf3561d6d9a3ec6786585862591889dd66adbbebc3bcae7b9bb8f5,全家,匠土司三明治好多蛋,"[{""source_index"":10,""text"":""蛋量很多，蛋沙拉控會喜歡""},{""source_index"":11,""text"":""喜歡芥末口味""}]","[{""source_index"":6,""text"":""價格也偏高""}]",[],[],gpt-5.6-luna,comment-picks-v3-aspect-coverage
722e85d5fa49ac85e4b355237501141235cb217050bb32f88cadfff9b497979f,7-11,加賀屋味增鹽麴雞肉鍋,[],[],"[{""source_index"":2,""text"":""食材豐富且都有入味""}]","[{""source_index"":3,""text"":""雞肉不嫩""},{""source_index"":4,""text"":""湯頭偏鹹""},{""source_index"":8,""text"":""吃完不會飽""}]",gpt-5.6-luna,comment-picks-v3-aspect-coverage
723203fb7ca22bf4f7fbb91e6d15512df153669d23c78fa2bcff9aed242b66c8,7-11,品客巴西窯烤胡桃木醬燒,"[{""source_index"":12,""text"":""巴西窯烤風味好吃""}]","[{""source_index"":8,""text"":""內容物不到半罐""},{""source_index"":3,""text"":""品客價格偏高""}]",[],[],gpt-5.6-luna,comment-picks-v3-aspect-coverage
7232213e5a932746baf463392566024b2961a4c41ccea946d0da4159e666fc02,7-11,韓式烤牛肉多彩飯卷,"[{""source_index"":19,""text"":""味道很足，特價時可接受""},{""source_index"":29,""text"":""麻油味很香""}]","[{""source_index"":9,""text"":""飯卷容易散開，不方便""},{""source_index"":27,""text"":""口味偏鹹，飯太散""},{""source_index"":14,""text"":""價格偏高""}]",[],[],gpt-5.6-luna,comment-picks-v2-rewrite
726a979dfb99dd6fcb5ca815f67c0119754381e2dba62406315cc7c22a70c2fe,全家,青森蘋果紅茶夾心,"[{""source_index"":1,""text"":""蘋果夾心不會太甜""}]",[],[],"[{""source_index"":3,""text"":""蘋果醬與茶餡不太搭，茶味淡""},{""source_index"":4,""text"":""內餡顏色不討喜""}]",gpt-5.6-luna,comment-picks-v3-aspect-coverage
726ddfed58402dea6b778d3a11239a2e05e6b1dc90fdc3e32257bf4a550b1049,全家,梔香烏龍茶,"[{""source_index"":0,""text"":""烏龍茶清香，回甘好喝""}]",[],[],[],gpt-5.6-luna,comment-picks-v3-aspect-coverage
7287a6227aca4f4111d19081a7dbcddb797f2f3f9fda2647febd7605ec6984b2,全家,苦瓜檸檬飲,"[{""source_index"":3,""text"":""甜味清爽，幾乎沒有苦味""},{""source_index"":12,""text"":""買一送一時適合多囤""}]","[{""source_index"":9,""text"":""含糖22克，讓人卻步""},{""source_index"":25,""text"":""果汁比例太低，只適合嚐鮮""},{""source_index"":28,""text"":""苦瓜味沒融合，喝起來油膩""}]",[],[],gpt-5.6-luna,comment-picks-v2-rewrite
72afefd9f94da7791e59cdc1597905e87515d2949679fceb1a35239abd5061b6,全家,草莓白巧可可,"[{""source_index"":4,""text"":""熱飲喝起來不錯""}]","[{""source_index"":0,""text"":""冰喝被稀釋，像早餐店草莓牛奶""},{""source_index"":5,""text"":""熱飲中杯份量偏小""}]",[],[],gpt-5.6-luna,comment-picks-v3-aspect-coverage
72b89b5acb7c9962a12acf83bfa825d632c39e13ddf5065abe95d3cb2832d9e9,7-11,統一布丁霜淇淋,"[{""source_index"": 22, ""text"": ""已經吃兩支，布丁讚""}]","[{""source_index"": 9, ""text"": ""焦糖醬太甜膩，難以入口""}, {""source_index"": 10, ""text"": ""海鹽蜂蜜口味比較好吃""}]",[],[],gpt-5.6-luna,comment-picks-v2-rewrite
72cd409954b49e58b9416a66c78727486be5d13ae30ac45733bcd4592b0250e9,全家,嫩烤香料雞胸排蔬滿盒,"[{""source_index"":8,""text"":""雞胸不柴，會想回購""}]","[{""source_index"":5,""text"":""七折仍要91元""}]",[],[],gpt-5.6-luna,comment-picks-v2-rewrite
72ef181580940e90d64bc4c13d30df4b8d5f7c7d82fc3184404fbfe1bf37dac5,萊爾富,麻辣滷牛肚,"[{""source_index"":1,""text"":""萊爾富牛肚比小吃店划算""},{""source_index"":9,""text"":""有辣而且好吃""},{""source_index"":12,""text"":""辣度不錯，適合配酒""}]","[{""source_index"":3,""text"":""店難找，且不一定進貨""}]",[],[],gpt-5.6-luna,comment-picks-v3-aspect-coverage
72f02a6fea85f54dce02dc8d4ca7aeed3493c3cd534dfdf1471f7ca5bac70817,7-11,薄荷可可麻糬,[],"[{""source_index"":11,""text"":""沒有巧克力感，像香精麻糬""},{""source_index"":14,""text"":""糖量很驚人""}]",[],[],gpt-5.6-luna,comment-picks-v2-rewrite
730ffd6db93178b5225806f26017e585d1324dfff2e45eb9ba74953cb1d56dee,全家,UCC艾洛瑪氣泡柚子風味咖啡,"[{""source_index"":4,""text"":""當飲料順口，但咖啡味不足""},{""source_index"":5,""text"":""順口，適合當飲料喝""}]","[{""source_index"":1,""text"":""柚子味偏化學，不太習慣""},{""source_index"":2,""text"":""喝起來像感冒藥水""}]",[],[],gpt-5.6-luna,comment-picks-v2-rewrite
7336d607aa39c43b9181bb72483f48fb6a96b5270e2e1ca85eaa7ff78869623a,全家,ファミマる薄荷巧克力軟餅乾,[],[],"[{""source_index"":4,""text"":""餅乾偏軟，薄荷涼感足，巧克力塊多""},{""source_index"":5,""text"":""口感像鄉村餅乾，吃上癮""}]",[],gpt-5.6-luna,comment-picks-v3-aspect-coverage
735938aa1ca0747223be7700ddd9d89d2010674332fdfd7412beedaad3254549,7-11,哆啦A夢脫窗版,"[{""source_index"":10,""text"":""脫窗效果有笑果，會想要""},{""source_index"":47,""text"":""版本獨一無二""}]","[{""source_index"":3,""text"":""眼睛被縫在同一邊""}]",[],[],gpt-5.6-luna,comment-picks-v3-aspect-coverage
73671298064070ef64d75d8a8b78efe03c9a39830e8d021bfa6e9eabf8271fe8,7-11,立頓夏威夷冰茶,"[{""source_index"": 1, ""text"": ""百香果味偏酸，適合嗜酸者""}]","[{""source_index"": 4, ""text"": ""一瓶含51克糖，太高""}, {""source_index"": 5, ""text"": ""喝到喉嚨卡痰，還超甜""}, {""source_index"": 10, ""text"": ""酸味像百香果香精""}]",[],[],gpt-5.6-luna,comment-picks-v2-rewrite
7367e93b883297949db2ae2f07bc5f3e014b008308c0052601858e83ccf0152e,7-11,吉伊卡哇草莓卡士達麻糬泡芙,[],"[{""source_index"":1,""text"":""味道太淡，酸甜都不足""}]",[],[],gpt-5.6-luna,comment-picks-v3-aspect-coverage
736c51e4ca7991e1cc5e8cd9197c2b793e28a02105bd20114800651ecc9d5d78,全家,瑪莎曼咖哩牛肉,[],[],"[{""source_index"":11,""text"":""湯汁份量多""},{""source_index"":17,""text"":""口味適合多數年齡""}]","[{""source_index"":13,""text"":""肉味較淡""},{""source_index"":15,""text"":""椰汁和底醬偏甜""}]",gpt-5.6-luna,comment-picks-v3-aspect-coverage
7391f108307a85684eaa46fb36c13fc495bafaa80b9bb5452b3d2824c7bd4634,7-11,UNIDESIGN洋芋片經典原味,[],[],"[{""source_index"":0,""text"":""鹹味恰到好處""}]",[],gpt-5.6-luna,comment-picks-v2-rewrite
739f14615df8799ab21943b2e23cb7e3d4921835bece5853365c967245458e2d,全家,提拉米蘇聖代杯,[],"[{""source_index"":1,""text"":""聖代上層奶油很膩""}]",[],[],gpt-5.6-luna,comment-picks-v3-aspect-coverage
73c36cd4a798852681c1aa9ff6d7bbad03b79461de79dae6abaddda1d159d885,全家,黃金起司蛋捲燒,"[{""source_index"":7,""text"":""50元入手，表現還不錯""}]",[],[],[],gpt-5.6-luna,comment-picks-v2-rewrite
73d42648398a434444c7c31beae718630e292694b77206f824f2bad11a547cb2,7-11,翻轉布丁雪糕,[],"[{""source_index"": 0, ""text"": ""太甜""}, {""source_index"": 2, ""text"": ""不喜歡黑糖那塊""}, {""source_index"": 4, ""text"": ""像黑糖冰棒，一支頂多15元""}]",[],[],gpt-5.6-luna,comment-picks-v2-rewrite
7417d6d16533cfba90363861e04fcbd16afeeebcf6a7d4ed478738ce38a69307,全家,褲褲兔福袋,"[{""source_index"": 0, ""text"": ""褲褲兔可愛，打算放襪子""}, {""source_index"": 3, ""text"": ""可收納的話，功用不錯""}]","[{""source_index"": 5, ""text"": ""原子筆看起來不好握""}]",[],[],gpt-5.6-luna,comment-picks-v3-aspect-coverage
741b7c6b104248e18079f1d0b46efb881755190a435b8a02eb6490c8b03b681b,7-11,Binggrae香蕉牛奶霜淇淋,"[{""source_index"":31,""text"":""比前幾檔不甜，口味清爽""},{""source_index"":38,""text"":""有香蕉牛奶味，但濃度較低""}]","[{""source_index"":29,""text"":""有人覺得前幾檔比較好吃""}]",[],[],gpt-5.6-luna,comment-picks-v3-aspect-coverage
74397d0f8bcd5447beb3544b05cdb3f2f4520a7678d36641465fa7046e2ed976,全家,蒜味肉羹,"[{""source_index"":1,""text"":""蒜味濃，肉羹很好喝""}]","[{""source_index"":4,""text"":""蒜味重到發臭，湯也太鹹""}]",[],[],gpt-5.6-luna,comment-picks-v3-aspect-coverage
7442a12e817697616b498dddb643c61a205afcada36318c642510f7021766ff9,全家,番茄起司手工千層麵,"[{""source_index"":31,""text"":""醬汁夠味，幾乎吃光""},{""source_index"":43,""text"":""份量不多、醬多，但還不錯吃""},{""source_index"":71,""text"":""調味剛好""}]","[{""source_index"":72,""text"":""份量太少、偏甜，番茄味不足""},{""source_index"":81,""text"":""麵量少、醬汁多，吃完很空虛""},{""source_index"":82,""text"":""又鹹又貴""}]",[],[],gpt-5.6-luna,comment-picks-v2-rewrite
7453a9d17adcf4a24868aa715e787c051f62b4c773c23bc9fcdd499709e9e969,7-11,金運獅子頭燴飯,"[{""source_index"":1,""text"":""獅子頭是蛋奶素""}]","[{""source_index"":3,""text"":""燴飯口味很鹹""}]",[],[],gpt-5.6-luna,comment-picks-v3-aspect-coverage
7453e7cab95ba575899bc0bc72a338cc0feb513e6594b373ae6b9bc4a505cdd9,全家,阿薩姆QQ蛋糕捲,[],"[{""source_index"":6,""text"":""外皮口感不Q，放室溫仍不喜歡""},{""source_index"":7,""text"":""內餡太甜，叉子設計也不便""}]","[{""source_index"":1,""text"":""外皮茶味很重""}]",[],gpt-5.6-luna,comment-picks-v3-aspect-coverage
74736f6247a99e93efd070bac30e2ea77f95d9772c07b44afd5fb0dbb64421d1,7-11,草莓巴斯克霜淇淋,"[{""source_index"":4,""text"":""不會酸，奶香味重""},{""source_index"":29,""text"":""有沙沙口感，吃起來特別""}]","[{""source_index"":7,""text"":""卡士達幾乎吃不出來""},{""source_index"":42,""text"":""草莓口味入口後味苦苦的""}]",[],[],gpt-5.6-luna,comment-picks-v3-aspect-coverage
747f8f6a1bb0ba2d431b852d3789a3470a63745b70f551828424fe3fc7554983,全家,味味A排骨雞醬香嫩雞胸,"[{""source_index"":5,""text"":""好吃、不太鹹，點數加購划算""},{""source_index"":36,""text"":""好吃，蓋掉即食雞胸臭味""},{""source_index"":40,""text"":""好吃，想變常賣""}]","[{""source_index"":14,""text"":""味道不如預期，不鹹也不香""},{""source_index"":21,""text"":""標示100克，固體僅85克""},{""source_index"":51,""text"":""很香，但口感像蛋白丁，不像雞胸絲""}]",[],[],gpt-5.6-luna,comment-picks-v3-aspect-coverage
748f022e0a39de819554d84cbb2bd1b19ff4b76d901487fb88444eae89fccb12,7-11,蝦仁粉絲煲,"[{""source_index"":6,""text"":""以微波食品來說表現不錯""},{""source_index"":7,""text"":""味道不錯，適合當小點心""}]","[{""source_index"":4,""text"":""好吃但份量真的小""}]",[],[],gpt-5.6-luna,comment-picks-v3-aspect-coverage
7499911edf5e953148bb093075f015f4d5097ab1a96a197e9e2d87300641aa32,OK,廣達香肉鬆飯糰,[],[],"[{""source_index"":15,""text"":""肉鬆帶點結塊肉感""}]","[{""source_index"":17,""text"":""米飯口感還有進步空間""}]",gpt-5.6-luna,comment-picks-v3-aspect-coverage
749d523e18d438afd840d6176cf16affd9157b86792f3269455815cb7de0d042,7-11,黑松茶花焙香麥茶,[],"[{""source_index"":2,""text"":""冰的喝仍覺得太濃厚""},{""source_index"":5,""text"":""有種怪味""},{""source_index"":11,""text"":""喝完喉嚨不適""}]",[],[],gpt-5.6-luna,comment-picks-v3-aspect-coverage
74cd2d53b4ae4945c782391bc0e2e7166d116888ee7ba871ea0fac49660370e6,全家,UCC經典炭燒咖啡x莊園牛奶霜淇淋,"[{""source_index"":12,""text"":""單咖啡有炭燒味，還不錯""}]","[{""source_index"":0,""text"":""咖啡味淡，只有炭燒味""},{""source_index"":1,""text"":""咖啡質地偏硬，不夠軟""},{""source_index"":10,""text"":""不如前一次咖啡口味好吃""}]",[],[],gpt-5.6-luna,comment-picks-v3-aspect-coverage
74d381d813d02e1bf443ab375ab9d09c73943050c9f95265d645b119f83dc3ce,7-11,芋泥肉鬆嫩蛋捲餅,"[{""source_index"": 0, ""text"": ""捲餅好吃，像芋頭肉鬆酥""}]",[],[],"[{""source_index"": 6, ""text"": ""口感不濕潤""}, {""source_index"": 7, ""text"": ""吃後口乾，需配飲料""}, {""source_index"": 8, ""text"": ""澱粉量很高""}]",gpt-5.6-luna,comment-picks-v2-rewrite
74d51cf6ca24d37c664776cf91b43ab5f95cef061d9f5fc9295a56c383737d8d,全家,布丁捲蛋糕,"[{""source_index"":19,""text"":""布丁像烤布丁，口感還可以""},{""source_index"":25,""text"":""蛋糕部分綿軟""}]","[{""source_index"":0,""text"":""39元份量太小""},{""source_index"":7,""text"":""布丁和蛋糕沒有融合""},{""source_index"":22,""text"":""布丁太紮實""}]",[],[],gpt-5.6-luna,comment-picks-v3-aspect-coverage
74d772da07cf7e805240f9c938525831788d9825ce2e17173955061e5da648db,萊爾富,雞蛋布丁,"[{""source_index"":1,""text"":""布丁蠻好吃，但希望有焦糖""}]","[{""source_index"":0,""text"":""實物沒有焦糖""}]",[],[],gpt-5.6-luna,comment-picks-v3-aspect-coverage
751725d93a2f310b59713e9013d0d3b606156d09a79461190f0dd3cb9fbf34cc,7-11,韓式部隊鍋湯便當,"[{""source_index"":57,""text"":""湯泡飯好吃，辣感舒服""},{""source_index"":43,""text"":""好吃且有飽足感""},{""source_index"":49,""text"":""65折買很可以，但午餐肉偏小""}]","[{""source_index"":35,""text"":""味道不錯但湯很鹹，喝水仍渴""},{""source_index"":59,""text"":""男生吃不飽，份量偏小""},{""source_index"":31,""text"":""65折仍覺得太貴""}]",[],[],gpt-5.6-luna,comment-picks-v3-aspect-coverage
7517ddbe1aae378db01ac525c17da30061b94d22353f3e1691778cfdd976db17,7-11,酸辣烤魚打拋雞雙拼便當,"[{""source_index"":2,""text"":""魚肉好吃，酸香下飯""}]","[{""source_index"":13,""text"":""酸辣醬偏鹹，不是酸甜辣""},{""source_index"":10,""text"":""高麗菜是大敗筆""},{""source_index"":6,""text"":""價格偏高，折扣時較划算""}]",[],[],gpt-5.6-luna,comment-picks-v3-aspect-coverage
751f888f72b95e7b198a253bf727bb05ac92b41181fc7b3805a273acabe3c334,7-11,御岩可可麵包圓山大飯店,"[{""source_index"":2,""text"":""吃完不會甜膩""},{""source_index"":4,""text"":""加熱吃很好吃""}]",[],[],[],gpt-5.6-luna,comment-picks-v2-rewrite
7532d64ac3d0d7cf1a6c3d76076bd2515ad919cde54918a946af693f9a03b66f,全家,韓式辛牛義大利麵,"[{""source_index"":7,""text"":""好吃，沒優惠也會買，份量夠飽""}]","[{""source_index"":17,""text"":""不好吃，原番茄肉醬較好""}]",[],[],gpt-5.6-luna,comment-picks-v3-aspect-coverage
7538fdf3fc61c159b00c4ea12f8802a8e8764dd9833d2a3b41759cc7dcc53bf0,全家,藍莓乳酪蛋糕麵包,[],"[{""source_index"":0,""text"":""買一送一吃過，空虛又乾""}]","[{""source_index"":7,""text"":""麵包本體有厚度""},{""source_index"":16,""text"":""口感酸甜兼具""},{""source_index"":17,""text"":""值得回購""}]",[],gpt-5.6-luna,comment-picks-v3-aspect-coverage
753dbd920e863e072bb2e22684aabcb096d427d7c7661e0c0360efb28c6fef2c,全家,漢堡排佐焙煎咖哩飯糰,"[{""source_index"":2,""text"":""味道不錯，但漢堡排偏小""}]","[{""source_index"":7,""text"":""價格偏高""},{""source_index"":11,""text"":""吃完沒有留下記憶點""}]",[],[],gpt-5.6-luna,comment-picks-v3-aspect-coverage
755e88b88190002c29cbbd95a999ffd7af44c0d3d340919d9d06f1eda90251cb,7-11,海鮮烘蛋燴飯,"[{""source_index"":2,""text"":""烘蛋燴飯醬汁不錯""},{""source_index"":7,""text"":""配料不錯但調味偏甜""},{""source_index"":9,""text"":""友善價可回購""}]","[{""source_index"":10,""text"":""肚子很餓也吃不完""}]",[],[],gpt-5.6-luna,comment-picks-v3-aspect-coverage
7564423b934a67ef02549974c5ab930948b10309083a2b42e93bd524686107d7,全家,好丘藍莓乳酪貝果,"[{""source_index"":7,""text"":""藍莓口味不錯""}]","[{""source_index"":1,""text"":""全家合作款口感過軟""},{""source_index"":3,""text"":""外皮偏硬，內餡不錯""}]",[],[],gpt-5.6-luna,comment-picks-v3-aspect-coverage
757d75211c66bf98bc0bd39d8b4287c775c2ea1ea5071d678b8926f84fe4168e,全家,米雪布朗尼,"[{""source_index"":25,""text"":""外型可愛，會想買""}]","[{""source_index"":33,""text"":""巧克力味濃但口感超乾""}]",[],[],gpt-5.6-luna,comment-picks-v3-aspect-coverage
