fingerprint,brand,product_name,rule_guess,category,model,prompt_version
797a325f69830d6f3bec1dcbee4b03ab9f31bdbd5cd19248492d250aa8cc85a5,7-11,統一布丁霜淇淋,冰品,冰品,claude-opus-5,product-category-v1
798ac08520f241870a27ce452781fecf4d457ac3dcb26888db2ba615c52134a4,7-11,法式經典可頌,麵包,麵包,codex,product-category-v1
798d45331fe85623530b9356e5c52d9e4ed0497ea807a017d4320a52caaf9eca,全家,金多鴨紅包列印,其他,周邊,codex,product-category-v1
79cdf6e3b0102a664b728e66a108eb758607546324882f61bd72d161dfac0f25,7-11,草莓泡芙,甜點,甜點,codex,product-category-v1
79eb81d3100831dafc0628e0a8316238957bd9027974fad546e0a9337bcb368c,7-11,極Finity香菜琴調酒,其他,飲料,claude-opus-5,product-category-v1
79f57dac466731d5edf73e3973ab492341e94ab3a681b96f00fb816418cba6dc,全家,香草芋泥夾心土司,麵包,麵包,codex,product-category-v1
79fe3eef84b30d4190e0522093e388a22dc2fd460c3722d9372bb34387f527ac,全家,香芋牛奶霜淇淋,冰品,冰品,codex,product-category-v1
7a0a2a2dcba5a2df6496ec1e28a26a0e3bfea9ac24ea2d0778a5c1f657bed74e,7-11,多力多滋咖啡玉米片,零食,零食,codex,product-category-v1
7a42d032f3e46d571d95ba22f5d42f7c117e58c19ebba5e0ecb4584cf1645e68,全家,伯爵可可奶蓋雪糕,冰品,冰品,codex,product-category-v1
7a43bd340e084724163f02b9216f718fbd3c9c5ec83d78ed66d85c2ded99c8db,7-11,愛餡大亨巧克力爆漿菠蘿,麵包,麵包,codex,product-category-v1
7a6a1902623b3b120f48ed0edab0ecf81b60df3776cf257bd9f1e4b55e199807,全家,越式酸辣雙肉雙手卷,其他,便當,codex,product-category-v1
7a6e1b616ee643a14d75676ca2a43d0af3fc269bc359df6caa417608c942d245,全家,紅豆牛奶x蜂蜜綠茶冰淇淋,冰品,冰品,codex,product-category-v1
7ad05c7b8edf7acaa6fb11a65314045003c4e709846712f3e6c874fa1aac2710,7-11,蓮花焦糖脆餅巴斯克,零食,甜點,claude-opus-5,product-category-v1
7b055a5487c064ec2cb2d2c1786249bf1173948547bde0bd2258c993edf7f608,萊爾富,薄多義川味麻奶牛義大利麵,便當,便當,codex,product-category-v1
7b0a1eb5fc610c1bea693443bc35dfe223dca7cab53c52d64086e97a52a1c141,全家,香芋綿奶菠蘿,麵包,麵包,codex,product-category-v1
7b1218db3e8ca971017dd3dbe0f25c6fca3d472dee50dc42a69e96434421ecc5,7-11,切達起司貝果,麵包,麵包,claude-opus-5,product-category-v1
7b329c60f4c5edfca2217c21c8938e49f0159108f26c01d74a75caa49f0a8268,全家,乖乖台啤奶油椰子啤酒,飲料,飲料,codex,product-category-v1
7b4ea348cfb3c0d83ef346f3166bf0019700cc60e1f9f34916e553a51a15bed3,7-11,頌丹樂泰奶生乳捲,甜點,甜點,codex,product-category-v1
7b5b213ba5c9d55c1a138cbbb6e78ce19398dd83d2d18f739586da8225545ebb,全家,金色三麥伯爵茶調酒,其他,飲料,codex,product-category-v1
7b5c74789c006c8d46f5ba3b5cc45acbb3e3aaa8a32c2ff3a400e470b6ac79d1,全家,艾嘉食堂家傳炸醬麵,其他,便當,codex,product-category-v1
7b827e76f5a4bf41336cbafd6bb7bb704f0a653e7d629ba732995bc2156e7790,全家,鹽蔥生鮭飯糰,便當,便當,claude-opus-5,product-category-v1
7b839e1ec033910d3b6fb9816601c7fc4e025173b064f19e9dfdde519f22a586,全家,三麗鷗HEN涼捏捏捏球,周邊,周邊,codex,product-category-v1
7b87c24496df22d6f62e4377b083fb9a1699eac06983c829971c0bb99e3152a6,全家,皮蛋辣拌麵,便當,便當,claude-opus-5,product-category-v1
7b96dee67e34691f029daaff9b0ac035e3537352739e82a8f81c293893f14d3f,7-11,白玉紅豆抹茶奶酪,甜點,甜點,codex,product-category-v1
7be0e470493e69ef91b32067a04210981c2b8488d683ee4a788fe5d3c558a58b,7-11,拿坡里風味肉球義大利麵含牛肉,便當,便當,claude-opus-5,product-category-v1
7be56453de4990cb7590048094fb42e05fcb706ace18f7b85c8f898e863496a2,7-11,濃蒜香蔥堅果隨手包,零食,零食,codex,product-category-v1
7bea59ca34b0a4369c0c26c466e3c4485c17d923654752d6fa70f3a7ddb9bfe5,全家,高粱香腸腿排便當,便當,便當,codex,product-category-v1
7bf9ac44274a2263075e8f139cfb0c67790a68b454592bd2b88035dc26559dec,7-11,大阪王將肉煎餃子,其他,鹹食,codex,product-category-v1
7bfbb1800c6c9d6b1181f5bfce447d8311ff82127598ce8c103004f0f27069ab,全家,FMC2025春節日系品牌福袋,其他,周邊,codex,product-category-v1
7c32d0e5e0f3906550a8daac4b2beb02ea233dd9c9ddcbfc32c3b401efeb4e0f,全家,薄荷巧克力泡芙,甜點,甜點,codex,product-category-v1
7c3f58a2db01ae1282c8378fbfc024ea78e9c15b7fb77f9b575276cc3d79ad6a,7-11,OPEN小將杯裝穀物調味乳高鈣麥芽,其他,乳品,codex,product-category-v1
7c49bc6c5d2d481a459a136217a8ff8e248947bdc15ca22214951861ed3a8484,全家,紅豆燕麥麵包,麵包,麵包,claude-opus-5,product-category-v1
7c7e17987394c5822e70fde8c435e08e39081aa61abd563f0d92302828aefe35,全家,哈尼午茉綠香芋牛奶霜淇淋,冰品,冰品,codex,product-category-v1
7c8584168964d773dde50ecddc14d92c193b816150b8b1fb1c6345c1f94c515a,7-11,燒仙草,其他,甜點,codex,product-category-v1
7c87460a9eadcf70c4c743db009a069ef8ff795d99695c0e0002a28cf19f41c8,全家,Quokka短尾矮袋鼠捏捏球,周邊,周邊,codex,product-category-v1
7cd6968fa09b2d437cf9f441611a6f5a13b0ebcfe2804895f16f8d6c2719c554,全家,鮮蝦旬彩炊飯飯糰,便當,便當,claude-opus-5,product-category-v1
7cdcae56478c360463d08757e6aabc6d4f1576b9294c913df8518f0f027431bd,全家,芒好喝酷繽沙,冰品,冰品,codex,product-category-v1
7ce4a5976e7551b7311d806ecf1fad7fd6dd3444a397da31c28714f3fc70d5b2,7-11,明治指定巧克力,零食,零食,claude-opus-5,product-category-v1
7cffa78d89808bdf1575b3163b600845dc494806e25229971ecb97e8cd9cd7df,全家,釜山風味豬肉湯飯,其他,便當,codex,product-category-v1
7d0c89c878f0ecfeff67c9ee19894ac55d74d4a8c3cc04cd835ed752af112f26,7-11,西雅圖冰拿鐵,飲料,飲料,codex,product-category-v1
7d1118a1391be36ba95e6871bcc28af438d1911ba8f83c361e1d0a78bc133dd3,全家,熊抱哥造型毯福袋,其他,周邊,claude-opus-5,product-category-v1
7d11d928fa9821749372a0fba86fe6338b4616242bd00962470c7f0f564086fa,7-11,加油添醋拌拌麵,便當,便當,codex,product-category-v1
7d181db37669e2177c01c8e244bb39ea97e759e848b839e9a4cf232f81e58d45,7-11,曼仕德重烘焙咖啡,飲料,飲料,codex,product-category-v1
7d3579d9b8c09cea27fdb2cd770be02ff180486b0cd7cd13ea8e6f86319dbcbf,全家,橘貓款冰棒襪套,周邊,周邊,claude-opus-5,product-category-v1
7d4ccd7b04d3f6011efa208908b769902372c5ea289e709e8b6c6b507f305731,7-11,日本烤布蕾風味舒芙蕾夾心,甜點,甜點,codex,product-category-v1
7d534b33c74da34d0f3863479007a68577f652559e214cee66649aecf5c17765,全家,今天吃五目炒飯喔,便當,便當,claude-opus-5,product-category-v1
7d6428b9f6c05dd2353108d5a5e2544e2c3eec6b17f5a8f46357edc1bf90effb,全家,芝麻香鬆飯糰,便當,便當,codex,product-category-v1
7d85bf133077b159d5a2caad97fe581151c0cbbcf9e398c9b69715bf9075ae03,全家,仙女紅茶,飲料,飲料,claude-opus-5,product-category-v1
7d9a8198ac3fb85cebc0786d1a62988e6ec4abca23ca21b9d118b6e8c624edc8,全家,雙重巧克力Q堤,零食,甜點,claude-opus-5,product-category-v1
7db4b5c81aebc4027cc02102dfbb9061e00076c51c99ba1d606b2b9968c9ec83,全家,小熊維尼蜂蜜餐盒,便當,便當,codex,product-category-v1
7dba738799c1c99f90cee67c8d0a849b36eed9bcfb26ff42020975120c9cbfaf,7-11,台畜煙燻豬肝,其他,鹹食,codex,product-category-v1
7e00fddf2f4138f07bcf386113116e4e15f1fe6a523daa3e1d27a1bc82fd6ce3,7-11,GODIVA醇濃熱巧克力,零食,飲料,codex,product-category-v1
7e355a6f1a9cbbdbe14ceabcad155a93c89c62e70b0f68b32e39b454417db38e,全家,香草卡士達生甜甜圈,甜點,甜點,claude-opus-5,product-category-v1
7e55114c219c7a6d8e8ffdb8bbd3380eab2115f34366a455e69c8301dccff9ea,7-11,波的多帕瑪森辣起司風味洋芋片,零食,零食,codex,product-category-v1
7e5a4b12f00ff8127428fc5aa2f4c69aeb0c2270ffe66c4517135148c3f64784,全家,寒天甘蔗檸檬,其他,飲料,codex,product-category-v1
7e85636c2a0e9b1498b21ddfcb6579893e55289eabb2c687898268a924da54d1,7-11,韓式泡菜豆腐鍋,鹹食,便當,codex,product-category-v1
7ebb6c6a1eedd3d4f93d9a5e6093cc108ad25f2355fa52aeeca452c7a07ccbd1,萊爾富,果C果昔,飲料,飲料,codex,product-category-v1
7ecc49dbeba480784a3b7aa9429b1563f50b28f48c10ac3aeea9d245312f5df5,7-11,整個SOY大豆優酪,乳品,乳品,codex,product-category-v1
7ed9eefd6bfe4472e0f5b1fd5b8ea6296514b18276ccf878b5e3762719755ce6,全家,蒜炒橄欖油腿排義大利麵,便當,便當,codex,product-category-v1
7edff07470f15d49845efe3bdf1769e1178ea4b41b1f1b5660adcb436fa273cd,其他,多力多滋爆脆捲,零食,零食,claude-opus-5,product-category-v1
7ee1d7dde241022036ab590fb553f00e175e70b781488892ca35e7ba75313304,7-11,涓豆腐蜂蜜蒜香烤雞翅,鹹食,鹹食,claude-opus-5,product-category-v1
7efa4ede1aca9f579092fb8e7f468ef0a704fa3aca6d926739609893ecb0f218,全家,桃我開心塔,甜點,甜點,codex,product-category-v1
7f6ed32c72b28d3dfbeee5c11bb09530ffead7713b00d46d7ea6a474b73285df,萊爾富,KIRIN冰結調酒甘王草莓,其他,飲料,codex,product-category-v1
7fb1c9f1a95a828c7f2b60df7a6cbae81ab996fff34f4e51d484aaf5afbb00b5,全家,愛恨椒芝麵,其他,便當,claude-opus-5,product-category-v1
7fd3a4e0dac2276da9381d7a9e39b8b4d6f700eb81d843e2e389e836e70adff0,7-11,日東紅茶皇家奶茶,飲料,飲料,claude-opus-5,product-category-v1
7ffd3b9a353733cda69ccf519b08e40b3a0ebc36a93c3eccc218e721577b5917,全家,海老鰻魚丼滋丼,便當,便當,codex,product-category-v1
80005cd9ac6ad679b660c9ea305c5395d0649bd7c4f7dde38d7c434f7235156a,7-11,麻辣奶油鮮蝦義大利麵,便當,便當,claude-opus-5,product-category-v1
80060e7080ef2ca70f1d5f38f12bfdd1cd9fcd72155339d623ea2ca01c2a12c4,全家,瑪莎曼咖哩牛肉,其他,其他,codex,product-category-v1
804c5d17b60c241bfbae7248f6a224f8c47c36a8620e5600855885be0ca103cb,全家,鮭魚蛋炒飯,便當,便當,claude-opus-5,product-category-v1
8051f57255a782fb53235c741383b3417aa50d0f36132eac3c1a18642d9db30b,7-11,湖池屋The海老勁辣唐辛子蝦片,其他,零食,codex,product-category-v1
8058b633a5dbd9fcadcd47bbb6d657c47e2d067579e9bcca387f0b39e7d049ca,全家,春節福袋Hahababy款,其他,周邊,claude-opus-5,product-category-v1
80bdf8650c9d68275af8b2b562e740400987d2da6250101cfed06ec8dde8cf72,全家,山真海味台式海鮮粥,其他,便當,codex,product-category-v1
80d4e10deee854163c4a2f04b1a35c0da601cb7fc9a6c1e9c89ffee0248b03a7,7-11,舒芙蕾布丁,甜點,甜點,codex,product-category-v1
80efd2ef71bb9252dee0df3f4845dacea5a20c07c705baa0fb8ab70a1870eeb5,7-11,萬歲牌川霸麻辣堅果,零食,零食,codex,product-category-v1
80f39778bed51ae8de825fd82dcc9c0f531acf40f635854ae1dc54d4c8e32a33,7-11,貓尾巴造型焦糖生乳捲,甜點,甜點,codex,product-category-v1
813abe92ace0065efea298b85759a2e2f2e89a58e6bbdd6ef029720e0236730c,7-11,紫醉金迷塔,甜點,甜點,codex,product-category-v1
815ce6ee2edb65de743b3da1f01da5721ad1d7abc4e5476066461d6783370362,7-11,蔥油雞汁拌飯飯糰,便當,便當,codex,product-category-v1
8174de4c2913b9156ec51529e3e3e22aac9ee52f33fe31c61e530d40a2eee0fe,全家,厚切醇乳香土司,麵包,麵包,codex,product-category-v1
818149577c7974f87baa4cc19a90fcd8bdab9c29b507a0e6193fc2c299b282f4,全家,鮮乳坊綿乳杯子蛋糕,甜點,甜點,claude-opus-5,product-category-v1
81855edfab858d437030d14fbbf445d23f59a4745cff8cf86e432789843ce62b,7-11,維多利亞蛋糕,甜點,甜點,codex,product-category-v1
81b6c3b5b28662f3a09244312fa65b8e428c4e1c1bcba312359a8aac7cdd0b5e,全家,Oishi勁辣洋芋片,零食,零食,codex,product-category-v1
81e86e2e0d5e80e9551448388e220d3b6aec27de33b01351188bd49c0610c596,全家,卡迪那德州薯條香辣,鹹食,零食,codex,product-category-v1
820c563d7c3c6d18b2671fbe21c2ddeb613b909b483572826cbabc3a903f1f59,7-11,酒蒸蛤蜊烤飯糰,便當,便當,codex,product-category-v1
821f4b870ba7f36b398eb0bad4b22ddf00d369f8c274f67bacbbe7c2ab7bfb67,7-11,日東紅茶皇家奶茶霜淇淋,飲料,冰品,codex,product-category-v1
824af74a05648afef582c2070b17fbb84a06748bbab34b55f9bd77e9f4596744,7-11,泰式椰汁綠咖喱雞肉飯,其他,便當,codex,product-category-v1
826bda3471c7f378e7bbfedcc916be150d469f1edd6f09fa9ce5238f8eb67f2c,7-11,星級饗宴柱侯牛腱飯,便當,便當,claude-opus-5,product-category-v1
8290a4bcd8e212f5adea8331aaefdca08358f41b40dff821be83e538112d006e,7-11,經典蒼蠅頭御飯糰,便當,便當,codex,product-category-v1
829433d1e3351d08cd84189e34739d5290891d9658b2dc61ee774b40aa5b7a90,7-11,卡迪那波浪薯條雙濃起司風味,鹹食,零食,codex,product-category-v1
829f88270a937135242a6c591cc6c9e66d78e266a2b4cd215aa590394cfd14ac,7-11,加賀屋炙烤魚排烏龍麵,飲料,便當,codex,product-category-v1
82b219d82bb19f4f930cc807f69242fd5f58dd490fccc7aa77a2e23ec068bc8f,其他,日本東京商品NewDays篇,其他,其他,codex,product-category-v1
82e50bccf4e2703ec4703ed0cb95ce55d4ead7733fda51c17ca6adb0193e1ed8,7-11,台虎MLB直球對決拉格,其他,飲料,claude-opus-5,product-category-v1
830e46529fd5be6c0b8500f5c56ab5a2762f99775adb64cc951b1ee141d35081,7-11,珍珠烘焙火烏龍奶茶,飲料,飲料,codex,product-category-v1
83bc95a71db446d839a04cb05e7db53035d432beb7bb234b02c0972b5eb8838e,全家,GODIVA焦糖脆粒榛子黑巧克力流心雪糕,冰品,冰品,codex,product-category-v1
8401b8813d0e9b540881dbb06ac26e96c842f49a6a002030dde289c0c3e579c5,7-11,韓國花漾菲茲洋甘菊風味氣泡飲,飲料,飲料,codex,product-category-v1
841146f50625b0a327d8294683ff96de1cd64a35754e8b3b4c3dabdde13e8083,全家,卡樂比海鹽洋芋片,零食,零食,claude-opus-5,product-category-v1
84297607c4d7ad7809e5fa8601998899c646f0e9c30df107a4a6814ee3699c61,7-11,臺南400冬瓜檸檬啤酒,飲料,飲料,codex,product-category-v1
846a806a83088757982172b2ae25c53265721ae6d79d9031fb5d96924d995a57,7-11,樂事LAYS洋芋片名古屋特選手羽先,零食,零食,codex,product-category-v1
84989aa9a52a08151fe4d08e0bf11e008c36da73dca7c2af05ae5e8ac30b8e12,7-11,起司火腿小土司,麵包,麵包,codex,product-category-v1
849dd23d75486a0e24295cca97b49d0ac9e2145283d650712aaac168567e69b7,7-11,義式紅茄嫩蛋燉飯,便當,便當,codex,product-category-v1
84ebcf9974d59bdf32a794e91696f5d51bcf91df9209a22084d76e75312d3594,萊爾富,雞肉多多蛋白餐盒,便當,便當,codex,product-category-v1
850a2f6773de8545d173ab7ad7086a4e994cdf7239a09a2d876c193e320f8b55,7-11,費列羅金莎牛奶巧克力塊,飲料,零食,claude-opus-5,product-category-v1
8520db70a3644ac64f56df5eb5fbb471313d6d218a03aba96f375fba50d55a4b,全家,搖搖茶吧4水果茶,飲料,飲料,codex,product-category-v1
8525f5b7e66c6cfe51916796c6a047c3b3ea20b48ac92d68d2b0ca6347ae9b40,全家,Niseko北海道紅豆煉乳雪糕,冰品,冰品,codex,product-category-v1
852b18f5b587df8c4c7c8dc83d5a5abbbd98abc3e2a01493b4dee53d6da284fb,7-11,Peaceminusone干邑highball,其他,飲料,claude-opus-5,product-category-v1
8554f7d1d1b7a20e0b1e76b6d7f9ab49ca01322e6cf796b23952c6d23d49d98f,全家,仙仙仙草x莊園牛奶霜淇淋,冰品,冰品,codex,product-category-v1
85813e5fa1644de6157dd3c6f254523edfa1597f6de9b7d80b4b1a4c95e39094,全家,金色三麥椒麻香雞排,鹹食,鹹食,claude-opus-5,product-category-v1
85a0af45225e19984250b47d708ade34426aa7266c683bca857b83693cb194f7,全家,花生濃餡蛋捲,甜點,零食,claude-opus-5,product-category-v1
85b15bdb4a10c982dae19e3ba3721a83569c7cbb7f57ef451b70db1182795284,全家,蝦乖乖原味,零食,零食,claude-opus-5,product-category-v1
85d127a518b35cf4414f110f902d54392473aa269ec1d684e6b8a7ea56aad8f9,全家,鰻牛雙享匠食盒,其他,便當,claude-opus-5,product-category-v1
85d37763a25e1c4a40ae12383098986daae87fd94969f990ddc21aac819eb824,全家,牛排館風味奶香餐包,麵包,麵包,claude-opus-5,product-category-v1
8611d5b1cc4ba4f20cfac8c060c04ec798f43aac9684f66a4b16fcdeb9ccfbb3,萊爾富,貝納頌海鹽焦糖風味咖啡,飲料,飲料,claude-opus-5,product-category-v1
8625d53b3de1633257215e0ed03fb9f181861c0887cc2736315ca21c20227798,全家,蕎麥醇奶茶,飲料,飲料,claude-opus-5,product-category-v1
862859fdf760965307a3fdcdbd6b0a06da98f0bc5ab777734031c5e4d62dbeff,7-11,吳一無二聖諾黑千層塔,甜點,甜點,claude-opus-5,product-category-v1
862ac2f9e08b2f872a23f62bd08f223612dd7443315b822f5c677a4a30954f1c,萊爾富,石安嚴選椒麻蛋,其他,鹹食,codex,product-category-v1
8668a78d4a6a9ab8ad3f178f6673b492a1a60f35e5b88b7038c1dfa8f14ca7ff,全家,生芋泥香草滿餡麵包,麵包,麵包,codex,product-category-v1
867a23f0fc493858ae7c4a4e0dbb84c28c0e46c37ce3d5f04d1a12cf9f413f74,全家,豆乳紅茶,飲料,飲料,codex,product-category-v1
86b79c57d227e8a6b373355f86410ae51716ace1b8d0a11ca5aab40918bfb243,全家,花生醬火腿蛋起司貝果堡,麵包,麵包,claude-opus-5,product-category-v1
870e8190952296a67e1568dfa764d1c386fdb3d34a68b3607e765a6e18fff108,全家,粗飽系雞排炒飯,便當,便當,codex,product-category-v1
8718886ce61a1f2bb4903d21dcd81a8fe24c909a7649cb4c5ccd70e9eba842aa,全家,焙茶酥頂點心杯,其他,甜點,codex,product-category-v1
872bd59187b2123ed3a6613706bca280878357806c3e6de029753045beb8949c,全家,泡椒酸菜牛,其他,便當,codex,product-category-v1
872c91c59ab4b9e4db96a8195108d18e52d5e85b3df108831c376c9a7d181eb0,7-11,GlicoPejoythaitea餅乾棒,零食,零食,codex,product-category-v1
8761e27aefc96ef72117eefb452a10bd8035bdacdbb12fc53f338ffa0d60674e,7-11,Lupulus拉格,其他,飲料,codex,product-category-v1
876359a1b276786e88310059937c3bd010203c016cf4050bb6d321c181cb20bb,全家,這瓶有瓜金色三麥啤酒,飲料,飲料,claude-opus-5,product-category-v1
876b64967b934978bd09e0309c02192a019cc0c0c6ec476eed7e4d0b7b3258a2,全家,阿奇儂極濃義式開心果雪糕,冰品,冰品,claude-opus-5,product-category-v1
8774c6fd60fb243ee6f59c6eff0f6797dcc9e4f3d6e7c03fe37792cbc89ea260,全家,辣乳酪丹麥條,麵包,麵包,codex,product-category-v1
8778a5b84469d378eaabf28d73412529762d74378f1e25188b21f7f1eb8b3603,7-11,半熟玉子烤雞松露燉飯,便當,便當,claude-opus-5,product-category-v1
877d4bbdd1a052332dc57d6900dea7f2bb9d60c7f82e99b629d0715e019d0f45,全家,ファミマる薄荷巧克力軟餅乾,零食,零食,codex,product-category-v1
878d14fa03c49852dc038901b72040d60d262e9574de0c753477e2fc8e215119,全家,熱帶水果乳酪軟歐,乳品,麵包,codex,product-category-v1
87a7de01a19d654e91947601837b1a2a720d6dccb615128f08042982801d9257,全家,宴麥森林多穀小纖餅,其他,零食,codex,product-category-v1
87b8462795d07d6dfca2275caf66e797d62f45f3e95f975cc5468a4b09299ec3,全家,楓糖核桃乳酪小土司,麵包,麵包,codex,product-category-v1
87e9a293e4368c7d27813dee59db609ece23cd8ce6316e2675a193836dcc8f89,7-11,明太子火腿厚蛋握便當,便當,便當,claude-opus-5,product-category-v1
87f53250acd2914afe308cfd734c150bebe8197170c202456623baeb4546db4f,全家,哈根達斯香草藍莓馬卡龍迷你杯,其他,冰品,codex,product-category-v1
881645a113713fc72c6d8b581bad5b0c22e7816052cf9f7cb4bbe162b29ae3cb,全家,鬆餅豬肉堡,甜點,鹹食,codex,product-category-v1
8823996b7b76e035e08d7e753df6df405477fccfcca33578b4bac7f5ec58c8cd,全家,香蒜胡椒肉骨茶麵,鹹食,泡麵,claude-opus-5,product-category-v1
88290188e6eb377c00abb44a98addd663f02e3a49d827f01f69539f0df0db0d7,全家,冰鎮雙柚蜜桃紅烏龍,飲料,飲料,codex,product-category-v1
8842f58b55fea1b48a8f02f6a60c829b7a1212e262c4b9b1672243c003af3634,全家,木瓜牛奶霜淇淋,冰品,冰品,codex,product-category-v1
884405980ef003569f3a7db9ada7b378347a1e33892b475fcf637fb42d84bfc7,萊爾富,黑糖醇奶茶,飲料,飲料,codex,product-category-v1
885ea1fab36ebdb4038cdd1d0272ace57376a09570f7314ad0217abdf58f8575,全家,双響泡胡子碰碰年曆筆記本,其他,周邊,codex,product-category-v1
886f18e68e0e1bf2060a0f511bf5bf3228b14695713d1f6a5a022b86bf6e2802,全家,焦糖烤布蕾塔,甜點,甜點,codex,product-category-v1
88812f42d621789d9c89a7054241972289ee14a3c79b549b92dd477c4c24d34d,全家,開心果貝殼夾心,其他,甜點,codex,product-category-v1
888f7640e39620c767ddb5324ef57115d6c5a5c892b9b8c1904d53baea941a8c,全家,巧克力可頌,麵包,麵包,claude-opus-5,product-category-v1
88abd713a7db82ebc003efba9785037f67ce1f69f7e7a7647de6d053e148420c,7-11,東海大學巧克力牛乳,零食,飲料,claude-opus-5,product-category-v1
88b8924f87b159cabc82a6415e75d99d1da1d6f15a91a3dd800bcb340d68d6f2,7-11,煙燻火腿起司凱斯堡,乳品,麵包,claude-opus-5,product-category-v1
88d0801923d687c297d0af5bcf6ba405672cc126ba7f4ff0e09fe2a7dbf21cbf,全家,鼎泰豐香辣醬粉絲煲,其他,便當,codex,product-category-v1
88d6b72e17af42fc155e988b4873019714ed6d84510bece66e47e889980d02ca,7-11,原賞吉士豬肉堡加蛋,其他,麵包,codex,product-category-v1
88eee3352c79fa55c1fd921f2fae781a438bd5aa5b53e07439b1dd124341216e,全家,鮮芋仙黑芝麻白玉冰淇淋,冰品,冰品,codex,product-category-v1
893a35d6b66b0b3779ded19e69efa29dcc57c4e29e80d4ba0d2dec4407a73330,7-11,甘王草莓卡士達霜淇淋,冰品,冰品,claude-opus-5,product-category-v1
89401655016d606a44eae9be4116f6b003c2960cb88e401c9d4a1727a55c60e2,全家,味丹味味A炒泡麵爆香風味,泡麵,泡麵,codex,product-category-v1
89564a0cd998e131a89734c51e0075d8c1d8e3864c197feade699df9576adf2f,全家,虎紋蛋,其他,鹹食,codex,product-category-v1
89a0ed3daa29417b374a069f48e2ec0815eddb110b419af435f79c82f0f5a47a,7-11,銀座篝雞白湯拉麵,泡麵,泡麵,codex,product-category-v1
89b56f0525a1591d09fa55b992dd1677596ff97e41e68d9be62221150ea16bd6,全家,桂圓紅棗水,其他,飲料,claude-opus-5,product-category-v1
89c98814dbd7ac60551db7361f1d989effc12fbf010cdb3978b8619b9552d4d3,全家,厚豆腐蛋白蕈菇豬肉堡,鹹食,鹹食,claude-opus-5,product-category-v1
89e4492c38db0c5994dee84e8ce947c3c8f0f2a868fc9cd8a54f6f77f08e8140,全家,山葵生鮪魚泥脆卷,鹹食,鹹食,claude-opus-5,product-category-v1
8a0a87c0d56931d2ea3f4bae8f305ac6fa366d1d462e5001eb7d65b7131ede9f,7-11,卡迪那蔥鹽雞肉串波浪洋芋片,零食,零食,claude-opus-5,product-category-v1
8a0c94605d0c43e6250b70763cbdcd3d85f7c26e7903b37321e6ac1cd7d11ab7,全家,金焙蕎麥茶,飲料,飲料,claude-opus-5,product-category-v1
8a2af4c4f31c995ea6b0462ac77a1e229381915679156740408f0d1f81f9968a,7-11,立頓焦糖海鹽奶茶,飲料,飲料,codex,product-category-v1
8a4be218bfb75201316ffa461116c00609fb7a04a56bc58e6c6a5c60f484694f,全家,淺焙烏龍歐蕾,飲料,飲料,codex,product-category-v1
8a6f62e76ea46deb9bf528fc50ca58b8d10b1ffdb621e1c0f1ee54efb9cfc88b,全家,番茄莎莎鮪魚冷義大利麵,便當,便當,codex,product-category-v1
8ac3c7c95f72da1f6f24d4c93b032f3b137e2609dd8901a80937d8e36362b5a8,7-11,辣魷魚拌麵,便當,便當,codex,product-category-v1
8ac4d19cc91b3c17b2f2bb3e459aef64bffe08e22349420332b083cc1690b5e2,7-11,屋馬枸杞雞湯,其他,便當,claude-opus-5,product-category-v1
8ac5455874df48dcf457162e7f96053d5e952e31d32592989113e126949fddfa,7-11,富錦樹口水雞,其他,鹹食,codex,product-category-v1
8ac716b86b0f2fac1acbd420a3a53d04ebba5352de6c4d61f1e05cf07150544f,全家,明太子乳香義大利麵,便當,便當,codex,product-category-v1
8ad77362cd2424a79554c5adc1a231aaf395478289637d234db47c009bd83689,7-11,陽明春天塔香G丁燴飯,便當,便當,claude-opus-5,product-category-v1
8ade586ec5f06971ca6f5f2f47bea8e1e0cef4d67a2b3bb5b493e84c24d3ca01,全家,滿滿布丁聖代杯,冰品,冰品,codex,product-category-v1
8b049ec53e591de34319024e74a3a337fd3054249e9f876ec2408bf2770174f1,7-11,和風漢堡餐含牛,鹹食,便當,codex,product-category-v1
8b10be53086f5e567e4da2e1601824068fd15afc604b52de928b375f4b442bbd,7-11,晶華富貴海皇羹,便當,便當,claude-opus-5,product-category-v1
8b272c13e8e7f3204237c62bf5f1d90caaf505e29473d9b859a8d27849686671,萊爾富,雞蛋布丁,甜點,甜點,codex,product-category-v1
8b4c7b5ae2167060f89ca4fb648170d54975181a062905ecdae5e6d73950f817,全家,什錦海之味炊飯,其他,便當,codex,product-category-v1
8b4e06d90931d7ee96b45447d352667adc2aa9665e3c82426786bf21365300e5,全家,番茄奶油雙醬烏龍麵,飲料,便當,codex,product-category-v1
8b644c87abe94d2c1ed008b03a7723285b49d24572421f2fc69bea1832661ee5,全家,香料咖哩炸雞烤飯糰,便當,便當,claude-opus-5,product-category-v1
8b8108631c7de4f5db28c6bd974c7154e8fdac33f21711ce142210411491053f,全家,多重起司貝果堡,麵包,麵包,codex,product-category-v1
8b81baf5433b7f2dec05fb93244cb4c4c0b0e70f09f9022dda02af8e93d85cc3,萊爾富,蔥鹽豚里肌飯,其他,便當,codex,product-category-v1
8bc0d1f422d2b74ff9f48988a660b1d4650f8fcaf8c2c7c27d5ea1c45663985d,全家,康普王葡萄茶,其他,飲料,codex,product-category-v1
