comment_id,品牌,商品,留言tag,留言內容,模型分數,模型判定,你的判定,你的分數,備註
M.1779774854.A.D9B#016,全家,"：日式胡麻雞絲冷麵85, 配御茶園99",推,七折要60,+0.600,正向,,,
M.1779774854.A.D9B#017,全家,"：日式胡麻雞絲冷麵85, 配御茶園99",推,涼麵就是要小黃瓜！,+0.600,正向,,,
M.1779774854.A.D9B#018,全家,"：日式胡麻雞絲冷麵85, 配御茶園99",推,原本想說好貴，但搜尋發現舊文2年前一樣的品項也是85元沒漲價，這樣感覺也沒那麼貴了,+0.600,正向,,,
M.1779774854.A.D9B#020,全家,"：日式胡麻雞絲冷麵85, 配御茶園99",推,自己不吃小黃瓜扯到企劃問題真的蠻好笑的,+0.600,正向,,,
M.1779774854.A.D9B#025,全家,"：日式胡麻雞絲冷麵85, 配御茶園99",推,討厭小黃瓜，不能用沒氣味的櫛瓜嗎,+0.600,正向,,,
M.1779774854.A.D9B#026,全家,"：日式胡麻雞絲冷麵85, 配御茶園99",推,放什麼料都會有人嫌啊～ lol,+0.600,正向,,,
M.1779774854.A.D9B#028,全家,"：日式胡麻雞絲冷麵85, 配御茶園99",推,好奇胡麻跟芝麻有什麼差別嗎？,+0.600,正向,,,
M.1779819009.A.5A1#002,7-11,"：日東紅茶 皇家奶茶
        
(區域型商品請註明 試吃試用品請標示價格",推,紙盒的難喝到我倒掉,+0.600,正向,,,
M.1779819009.A.5A1#003,7-11,"：日東紅茶 皇家奶茶
        
(區域型商品請註明 試吃試用品請標示價格",推,我好懷念boss的無糖奶茶,+0.600,正向,,,
M.1779819009.A.5A1#004,7-11,"：日東紅茶 皇家奶茶
        
(區域型商品請註明 試吃試用品請標示價格",推,紙盒真的很不行欸,+0.600,正向,,,
M.1779819009.A.5A1#005,7-11,"：日東紅茶 皇家奶茶
        
(區域型商品請註明 試吃試用品請標示價格",推,紙盒的真的超難喝,+0.600,正向,,,
M.1779819009.A.5A1#007,7-11,"：日東紅茶 皇家奶茶
        
(區域型商品請註明 試吃試用品請標示價格",推,欸不一樣喔？ 我以為只是直接換寶特瓶,+0.600,正向,,,
M.1779819009.A.5A1#010,7-11,"：日東紅茶 皇家奶茶
        
(區域型商品請註明 試吃試用品請標示價格",推,滿滿的科技狠活,+0.600,正向,,,
M.1779819009.A.5A1#014,7-11,"：日東紅茶 皇家奶茶
        
(區域型商品請註明 試吃試用品請標示價格",推,紙盒奶茶真的難喝到靠北,+0.600,正向,,,
M.1779819009.A.5A1#017,7-11,"：日東紅茶 皇家奶茶
        
(區域型商品請註明 試吃試用品請標示價格",推,紙盒難喝到靠杯,+0.600,正向,,,
M.1779890653.A.577#000,全家,"：
        
(區域型商品請註明 試吃試用品請標示價格0元)",推,看起來像是起司口味,+0.600,正向,,,
M.1779890653.A.577#002,全家,"：
        
(區域型商品請註明 試吃試用品請標示價格0元)",推,聽說是哈密瓜? 滿期待的，找機會也要去試試看,+0.600,正向,,,
M.1779890653.A.577#005,全家,"：
        
(區域型商品請註明 試吃試用品請標示價格0元)",推,個人經驗：擠比較多的都是男店員XD~,+0.600,正向,,,
M.1779890653.A.577#008,全家,"：
        
(區域型商品請註明 試吃試用品請標示價格0元)",推,其實問店員都會說是什麼口味,+0.600,正向,,,
M.1779890653.A.577#009,全家,"：
        
(區域型商品請註明 試吃試用品請標示價格0元)",推,沒色素的哈密瓜？,+0.600,正向,,,
M.1779890653.A.577#010,全家,"：
        
(區域型商品請註明 試吃試用品請標示價格0元)",推,"我之前去買遇過女店員擠多，結果男店員在旁急著喊""夠了夠了~太多""",+0.600,正向,,,
M.1779890653.A.577#014,全家,"：
        
(區域型商品請註明 試吃試用品請標示價格0元)",推,夏天就是要吃冰啦 有新口味還是會想試一下,+0.600,正向,,,
M.1779890653.A.577#015,全家,"：
        
(區域型商品請註明 試吃試用品請標示價格0元)",推,像起司,+0.600,正向,,,
M.1779890653.A.577#019,全家,"：
        
(區域型商品請註明 試吃試用品請標示價格0元)",推,今天去沒認真看牌子以為是泰奶吃的時候超困惑 怎是哈密瓜味吃起來是有瓜味的哈密瓜(X,+0.600,正向,,,
M.1779890653.A.577#021,全家,"：
        
(區域型商品請註明 試吃試用品請標示價格0元)",推,每間店的驚嘆號口味會一樣嗎？,+0.600,正向,,,
M.1779890653.A.577#023,全家,"：
        
(區域型商品請註明 試吃試用品請標示價格0元)",推,感覺像是為了清倉,+0.600,正向,,,
M.1779890653.A.577#025,全家,"：
        
(區域型商品請註明 試吃試用品請標示價格0元)",推,昨天吃了一支完全不知道是什麼口味顏色也是淡淡的,+0.600,正向,,,
M.1779890653.A.577#026,全家,"：
        
(區域型商品請註明 試吃試用品請標示價格0元)",推,顏色好淡的冰,+0.600,正向,,,
M.1779890653.A.577#028,全家,"：
        
(區域型商品請註明 試吃試用品請標示價格0元)",推,所以每一家的口味會不一樣嗎？,+0.600,正向,,,
M.1779905821.A.B0B#000,全家,：鮮橙茉綠/$35,推,我覺得普普,+0.600,正向,,,
M.1779905821.A.B0B#001,全家,：鮮橙茉綠/$35,推,很普,+0.600,正向,,,
M.1779905821.A.B0B#002,全家,：鮮橙茉綠/$35,推,包裝很美～覺得很好喝,+0.600,正向,,,
M.1779905821.A.B0B#004,全家,：鮮橙茉綠/$35,推,偏普,+0.600,正向,,,
M.1779905821.A.B0B#005,全家,：鮮橙茉綠/$35,推,我覺得味道蠻淡的,+0.600,正向,,,
M.1779905821.A.B0B#006,全家,：鮮橙茉綠/$35,推,好喝８０分,+0.600,正向,,,
M.1779940416.A.A0A#001,7-11,：乖乖玉米脆條-蘋果牛奶、木瓜牛奶雙風味 / 35元 (目前第二件6折),推,又在玩食物 買,+0.600,正向,,,
M.1779940416.A.A0A#002,7-11,：乖乖玉米脆條-蘋果牛奶、木瓜牛奶雙風味 / 35元 (目前第二件6折),推,現在乖乖聯名都走懷舊路線是不是,+0.600,正向,,,
M.1779940416.A.A0A#004,7-11,：乖乖玉米脆條-蘋果牛奶、木瓜牛奶雙風味 / 35元 (目前第二件6折),推,蘋果牛奶去年有出過,+0.600,正向,,,
M.1779940416.A.A0A#007,7-11,：乖乖玉米脆條-蘋果牛奶、木瓜牛奶雙風味 / 35元 (目前第二件6折),推,蘋果牛奶那個味道真的超還原,+0.600,正向,,,
M.1779940416.A.A0A#012,7-11,：乖乖玉米脆條-蘋果牛奶、木瓜牛奶雙風味 / 35元 (目前第二件6折),推,乖乖又出新口味了？  路過有看到會買來品嚐~,+0.600,正向,,,
M.1779940416.A.A0A#013,7-11,：乖乖玉米脆條-蘋果牛奶、木瓜牛奶雙風味 / 35元 (目前第二件6折),推,乖乖現在出好多新口味,+0.600,正向,,,
M.1779940416.A.A0A#019,7-11,：乖乖玉米脆條-蘋果牛奶、木瓜牛奶雙風味 / 35元 (目前第二件6折),推,哇 乖乖又出酷口味了,+0.600,正向,,,
M.1779940416.A.A0A#021,7-11,：乖乖玉米脆條-蘋果牛奶、木瓜牛奶雙風味 / 35元 (目前第二件6折),推,新口味 買！,+0.600,正向,,,
M.1779940416.A.A0A#023,7-11,：乖乖玉米脆條-蘋果牛奶、木瓜牛奶雙風味 / 35元 (目前第二件6折),推,我家附近那間沒有QQ,+0.600,正向,,,
M.1779940416.A.A0A#024,7-11,：乖乖玉米脆條-蘋果牛奶、木瓜牛奶雙風味 / 35元 (目前第二件6折),推,我都沒看到,+0.600,正向,,,
M.1779940416.A.A0A#026,7-11,：乖乖玉米脆條-蘋果牛奶、木瓜牛奶雙風味 / 35元 (目前第二件6折),推,蘋果牛奶想吃吃看欸！,+0.600,正向,,,
M.1779940416.A.A0A#028,7-11,：乖乖玉米脆條-蘋果牛奶、木瓜牛奶雙風味 / 35元 (目前第二件6折),推,已吃~兩包都超還原!!,+0.600,正向,,,
M.1779963076.A.371#001,全家,：番茄起司手工千層麵 / 109,推,請問是區域限定嗎？印象中之前出過是區域限定,+0.600,正向,,,
M.1779963076.A.371#004,全家,：番茄起司手工千層麵 / 109,推,請問有白醬在裡面嗎？,+0.600,正向,,,
M.1779963076.A.371#006,全家,：番茄起司手工千層麵 / 109,推,高雄也有,+0.600,正向,,,
M.1779963076.A.371#008,全家,：番茄起司手工千層麵 / 109,推,區域限定，整個基隆都沒有QQ,+0.600,正向,,,
M.1779963076.A.371#010,全家,：番茄起司手工千層麵 / 109,推,除了兩小塊不夠吃以外沒啥缺點,+0.600,正向,,,
M.1779963076.A.371#013,全家,：番茄起司手工千層麵 / 109,推,五點來挖寶,+0.600,正向,,,
M.1779963076.A.371#015,全家,：番茄起司手工千層麵 / 109,推,有空買來吃吃看,+0.600,正向,,,
M.1779963076.A.371#016,全家,：番茄起司手工千層麵 / 109,推,好像賣得不太好，東陽店進了四個，兩個是今天到期的友善食光,+0.600,正向,,,
M.1779963076.A.371#018,全家,：番茄起司手工千層麵 / 109,推,主要是價格跟分量 當正餐太少 當點心又怪怪的所以還蠻常出現在友善,+0.600,正向,,,
M.1779963076.A.371#027,全家,：番茄起司手工千層麵 / 109,推,千層在餐廳的話大概這個兩倍量就要3-4百了..但主要還是沒什麼店在賣這東西,+0.600,正向,,,
M.1779963076.A.371#029,全家,：番茄起司手工千層麵 / 109,推,這個蛋白質怎麼會有31克這麼多？！,+0.600,正向,,,
M.1779963076.A.371#030,全家,：番茄起司手工千層麵 / 109,推,義大利麵的蛋白質標識都會比較高,+0.600,正向,,,
M.1779963076.A.371#032,全家,：番茄起司手工千層麵 / 109,推,請google 蛋白質 DIAAS  小麥通常要/2,+0.600,正向,,,
M.1779963379.A.0E1#001,7-11,"：
抹茶紅豆串糰子 38
和風蕨餅小盛 49",推,蕨餅如果一整盒都是黑糖的就好了,+0.600,正向,,,
M.1779963379.A.0E1#003,7-11,"：
抹茶紅豆串糰子 38
和風蕨餅小盛 49",推,是我見識少嗎 小盛我吃得還蠻開心的...,+0.600,正向,,,
M.1779963379.A.0E1#005,7-11,"：
抹茶紅豆串糰子 38
和風蕨餅小盛 49",推,黑糖像涼糕 抹茶跟牛奶就凍,+0.600,正向,,,
M.1779963379.A.0E1#006,7-11,"：
抹茶紅豆串糰子 38
和風蕨餅小盛 49",推,畢竟是到乞丐(X)友善食光的階段了 XD,+0.600,正向,,,
M.1779963379.A.0E1#007,7-11,"：
抹茶紅豆串糰子 38
和風蕨餅小盛 49",推,小盛我超愛耶，每個的味道都有特色,+0.600,正向,,,
M.1779963379.A.0E1#008,7-11,"：
抹茶紅豆串糰子 38
和風蕨餅小盛 49",推,這麼慘嗎,+0.600,正向,,,
M.1779963379.A.0E1#010,7-11,"：
抹茶紅豆串糰子 38
和風蕨餅小盛 49",推,涮乃葉的蕨餅也不是蕨餅啊XD,+0.600,正向,,,
M.1779963379.A.0E1#011,7-11,"：
抹茶紅豆串糰子 38
和風蕨餅小盛 49",推,感謝分享,+0.600,正向,,,
M.1779963379.A.0E1#014,7-11,"：
抹茶紅豆串糰子 38
和風蕨餅小盛 49",推,謝謝分享,+0.600,正向,,,
M.1779963379.A.0E1#016,7-11,"：
抹茶紅豆串糰子 38
和風蕨餅小盛 49",推,感謝滅火,+0.600,正向,,,
M.1779963379.A.0E1#018,7-11,"：
抹茶紅豆串糰子 38
和風蕨餅小盛 49",推,蕨餅ok，糰子普+1,+0.600,正向,,,
M.1779963379.A.0E1#019,7-11,"：
抹茶紅豆串糰子 38
和風蕨餅小盛 49",推,糰子吃起來普普,+0.600,正向,,,
M.1779963379.A.0E1#024,7-11,"：
抹茶紅豆串糰子 38
和風蕨餅小盛 49",推,ok,+0.600,正向,,,
M.1780233212.A.A43#003,7-11,"：
89",推,109那個剛吃(栗志鮑粽)！,+0.600,正向,,,
M.1780233212.A.A43#005,7-11,"：
89",推,109的就立志包中，不懂的就代表不是它的TA,+0.600,正向,,,
M.1780233212.A.A43#016,7-11,"：
89",推,看到南部粽就該放棄了,+0.600,正向,,,
M.1780233212.A.A43#017,7-11,"：
89",推,嘉義的粽子不會軟爛，是Q的，台南以南的才會軟爛到誇張,+0.600,正向,,,
M.1780233212.A.A43#021,7-11,"：
89",推,哎呦 還好沒買 謝謝您！我昨天還看很久,+0.600,正向,,,
M.1780233212.A.A43#032,7-11,"：
89",推,厲害的南部粽吃過  有一種飯裡面有高湯的感覺,+0.600,正向,,,
M.1780233212.A.A43#033,7-11,"：
89",推,餵屈原好可愛，讓我今日的煩悶一掃而空XD,+0.600,正向,,,
M.1780287837.A.BA8#010,7-11,：嘉義崇文白醋涼麵 / 65,推,明明四大超商裡萊爾富先出的 結果全家狂被推,+0.600,正向,,,
M.1780287837.A.BA8#013,7-11,：嘉義崇文白醋涼麵 / 65,推,美乃滋的製作過程本來就會加入醋..只是市面上的產品通常會調整到比較沒有酸的味道,+0.600,正向,,,
M.1780287837.A.BA8#014,7-11,：嘉義崇文白醋涼麵 / 65,推,熱量531大卡嚇死人,+0.600,正向,,,
M.1780287837.A.BA8#017,7-11,：嘉義崇文白醋涼麵 / 65,推,吃過嘉義黃記、火生的我~差滿多的,+0.600,正向,,,
M.1780287837.A.BA8#020,7-11,：嘉義崇文白醋涼麵 / 65,推,嘉義白醋涼麵的精髓不是加一堆蒜泥嗎,+0.600,正向,,,
M.1780287837.A.BA8#025,7-11,：嘉義崇文白醋涼麵 / 65,推,崇文本來就是偏酸的流派 其他嘉義涼麵很多不酸,+0.600,正向,,,
M.1780287837.A.BA8#029,7-11,：嘉義崇文白醋涼麵 / 65,推,嘉義唯一推四味果汁涼麵，輸不了,+0.600,正向,,,
M.1780287837.A.BA8#032,7-11,：嘉義崇文白醋涼麵 / 65,推,全家的鈉含量比萊爾富和7-11的低很多,+0.600,正向,,,
M.1780287837.A.BA8#036,7-11,：嘉義崇文白醋涼麵 / 65,推,全家一直以來都是蛋白質高 納少阿 www,+0.600,正向,,,
M.1780317879.A.721#002,全家,"：嘉義崇文白醋涼麵 / 65

: 【便利商店/廠商名稱】：全家

: 【規格/",推,超商的白醋應該是開特規的，不確定做法，但嘉義涼麵不一定只有白醋跟麻醬，像崇文的酸味就是額外加醋,+0.600,正向,,,
M.1780317879.A.721#003,全家,"：嘉義崇文白醋涼麵 / 65

: 【便利商店/廠商名稱】：全家

: 【規格/",推,崇文本店吃到的是扁麵，而且盤子冰鎮過很用心,+0.600,正向,,,
M.1780317879.A.721#006,全家,"：嘉義崇文白醋涼麵 / 65

: 【便利商店/廠商名稱】：全家

: 【規格/",推,在嘉義住過吃了一次就沒去了..酸甜中又帶點澀的扁麵,+0.600,正向,,,
M.1780317879.A.721#007,全家,"：嘉義崇文白醋涼麵 / 65

: 【便利商店/廠商名稱】：全家

: 【規格/",推,怎沒去崇文店吃,+0.600,正向,,,
M.1780317879.A.721#010,全家,"：嘉義崇文白醋涼麵 / 65

: 【便利商店/廠商名稱】：全家

: 【規格/",推,全家的千千有說就是白雪的白醋,+0.600,正向,,,
M.1780317879.A.721#014,全家,"：嘉義崇文白醋涼麵 / 65

: 【便利商店/廠商名稱】：全家

: 【規格/",推,這個小小一碗熱量也是頗高,+0.600,正向,,,
M.1780395611.A.A91#004,萊爾富,：芭樂、金桔咖啡/45$,推,芭樂算是沒什麼味道的水果,+0.600,正向,,,
M.1780395611.A.A91#005,萊爾富,：芭樂、金桔咖啡/45$,推,之前在咖啡廳喝過紅心芭樂咖啡很好喝,+0.600,正向,,,
M.1780395611.A.A91#006,萊爾富,：芭樂、金桔咖啡/45$,推,金桔有興趣，會很甜嗎,+0.600,正向,,,
M.1780395611.A.A91#008,萊爾富,：芭樂、金桔咖啡/45$,推,在咖啡廳喝過芭樂咖啡蠻好喝的耶 這個有點好奇什麼味道,+0.600,正向,,,
M.1780402871.A.074#002,全家,：乖乖食堂 台酒花雕雞麵,推,謝謝分享,+0.600,正向,,,
M.1780402871.A.074#003,全家,：乖乖食堂 台酒花雕雞麵,推,我等下要先去買!!有些乖乖我根本還沒吃到就停產了 (哭,+0.600,正向,,,
M.1780402871.A.074#005,全家,：乖乖食堂 台酒花雕雞麵,推,豬血湯口味好欸 想吃吃看（？,+0.600,正向,,,
M.1780402871.A.074#006,全家,：乖乖食堂 台酒花雕雞麵,推,乖乖現在也無極限了嗎,+0.600,正向,,,
M.1780402871.A.074#007,全家,：乖乖食堂 台酒花雕雞麵,推,wow,+0.600,正向,,,
M.1780402871.A.074#009,全家,：乖乖食堂 台酒花雕雞麵,推,這口味也太特別了吧,+0.600,正向,,,
M.1780402871.A.074#011,全家,：乖乖食堂 台酒花雕雞麵,推,麵非麵,+0.600,正向,,,
M.1780402871.A.074#014,全家,：乖乖食堂 台酒花雕雞麵,推,想吃吃看,+0.600,正向,,,
M.1780402871.A.074#017,全家,：乖乖食堂 台酒花雕雞麵,推,上次有看到想試 感謝分享,+0.600,正向,,,
M.1780402871.A.074#018,全家,：乖乖食堂 台酒花雕雞麵,推,請問那三種是在哪個通路啊,+0.600,正向,,,
M.1780402871.A.074#020,全家,：乖乖食堂 台酒花雕雞麵,推,https://reurl.cc/ovj36j本篇跟2、4、7都在600壯士的名單內,+0.600,正向,,,
M.1779344011.A.322#001,全家,"：健身G肉餐盒 /99元
        (區域型商品請註明 試吃試用品請標示價",推,推 全家的餐盒 吃起來感覺比較沒負擔,+0.600,正向,,,
M.1779344011.A.322#012,全家,"：健身G肉餐盒 /99元
        (區域型商品請註明 試吃試用品請標示價",推,友善食光看到必買！我的命，都是靠它救的,+0.600,正向,,,
M.1779357200.A.7A0#000,全家,：濃厚鮮乳布丁/40$,推,之前在隨買跨店取買過，結果大地遊戲玩得好辛苦https://i.mopix.cc/8CeRWs.jpg,+0.600,正向,,,
M.1779357200.A.7A0#001,全家,：濃厚鮮乳布丁/40$,推,萊爾富原價45元 不過比全家的大份一點,+0.600,正向,,,
M.1779357200.A.7A0#003,全家,：濃厚鮮乳布丁/40$,推,有點生火,+0.600,正向,,,
M.1779357200.A.7A0#004,全家,：濃厚鮮乳布丁/40$,推,全家這個吃起來有像是在日本便利店買過的布丁 是雙層口感的不會很甜,+0.600,正向,,,
M.1779373616.A.69E#002,7-11,：阜杭豆漿饅頭夾豬排蛋/69,推,有花生醬很加分,+0.600,正向,,,
M.1779373616.A.69E#008,7-11,：阜杭豆漿饅頭夾豬排蛋/69,推,其實甜的我有點錯愕，這個我不愛甜的QQ,+0.600,正向,,,
M.1779373868.A.43A#000,7-11,"：鮮蝦明太子冷義大利麵/89
        
(區域型商品請註明 試吃試用品請",推,每年夏季最愛,+0.600,正向,,,
M.1779373868.A.43A#008,7-11,"：鮮蝦明太子冷義大利麵/89
        
(區域型商品請註明 試吃試用品請",推,夏天當早餐+1 我還會多買一顆茶葉蛋,+0.600,正向,,,
M.1779373868.A.43A#009,7-11,"：鮮蝦明太子冷義大利麵/89
        
(區域型商品請註明 試吃試用品請",推,這個又回來啦,+0.600,正向,,,
M.1779373868.A.43A#011,7-11,"：鮮蝦明太子冷義大利麵/89
        
(區域型商品請註明 試吃試用品請",推,夏天吃這個很爽，但這價格只能等i珍食,+0.600,正向,,,
M.1779374312.A.C5D#000,7-11,"：優菓甜坊可可玉米片奶酪/40
        
(區域型商品請註明 試吃試用品",推,味全醇奶布丁真的很屌 但大醇豆超難喝,+0.600,正向,,,
M.1779374312.A.C5D#001,7-11,"：優菓甜坊可可玉米片奶酪/40
        
(區域型商品請註明 試吃試用品",推,沒怎麼看過這款布丁欸,+0.600,正向,,,
M.1779422438.A.930#002,全家,"：一度贊蒜味豚骨麵59
蒜香綜合滷味49
深夜食堂優惠-10元",推,這款蒜味真的蠻重的,+0.600,正向,,,
M.1779422438.A.930#004,全家,"：一度贊蒜味豚骨麵59
蒜香綜合滷味49
深夜食堂優惠-10元",推,下次試試,+0.600,正向,,,
M.1779422438.A.930#006,全家,"：一度贊蒜味豚骨麵59
蒜香綜合滷味49
深夜食堂優惠-10元",推,有一款牛肚絲很適合丟泡麵,+0.600,正向,,,
M.1779422438.A.930#013,全家,"：一度贊蒜味豚骨麵59
蒜香綜合滷味49
深夜食堂優惠-10元",推,這組合好可怕 鈉有沒有破4000,+0.600,正向,,,
M.1779422438.A.930#015,全家,"：一度贊蒜味豚骨麵59
蒜香綜合滷味49
深夜食堂優惠-10元",推,很愛這款泡麵,+0.600,正向,,,
M.1779425829.A.5F1#001,萊爾富,"：
     台式海陸炒麵，89元（刷聯邦信用卡可再折5%）",推,https://i.mopix.cc/3V2M9Z.jpg用ipass money 總共可折10%,+0.600,正向,,,
M.1779425829.A.5F1#003,萊爾富,"：
     台式海陸炒麵，89元（刷聯邦信用卡可再折5%）",推,昨天吃覺得普普,+0.600,正向,,,
M.1779425829.A.5F1#004,萊爾富,"：
     台式海陸炒麵，89元（刷聯邦信用卡可再折5%）",推,感覺配料很多,+0.600,正向,,,
M.1779425829.A.5F1#008,萊爾富,"：
     台式海陸炒麵，89元（刷聯邦信用卡可再折5%）",推,蝦仁看起來很肥,+0.600,正向,,,
M.1779441216.A.F2D#000,全家,：大冰特濃拿鐵65元/可可脆皮泡芙半價23元,推,丟冷凍退冰吃,+0.600,正向,,,
M.1779441216.A.F2D#008,全家,：大冰特濃拿鐵65元/可可脆皮泡芙半價23元,推,推樓上,+0.600,正向,,,
M.1779441216.A.F2D#009,全家,：大冰特濃拿鐵65元/可可脆皮泡芙半價23元,推,我也是被告五人燒到去全家 經期來的螞蟻人,+0.600,正向,,,
M.1779441216.A.F2D#010,全家,：大冰特濃拿鐵65元/可可脆皮泡芙半價23元,推,半價加購根本陷阱吧 明知道會多買還是忍不住,+0.600,正向,,,
M.1779441216.A.F2D#011,全家,：大冰特濃拿鐵65元/可可脆皮泡芙半價23元,推,這泡芙感覺會讓人一吃就〈好不容易〉減的肥直接沒了XD,+0.600,正向,,,
M.1779441216.A.F2D#013,全家,：大冰特濃拿鐵65元/可可脆皮泡芙半價23元,推,最近去全家也都會先看告五人組合欸,+0.600,正向,,,
M.1779441216.A.F2D#014,全家,：大冰特濃拿鐵65元/可可脆皮泡芙半價23元,推,半價加購真的很容易失守 我每次都想說只買咖啡==,+0.600,正向,,,
M.1779541797.A.931#000,7-11,"：多力多滋 芥末口味玉米片/ 50元
        
(區域型商品請註明 試吃",推,居然有芥末口味！,+0.600,正向,,,
M.1779541797.A.931#005,7-11,"：多力多滋 芥末口味玉米片/ 50元
        
(區域型商品請註明 試吃",推,吃過芥末 卡迪那 浪味先 可樂果都不盡人意,+0.600,正向,,,
M.1779541797.A.931#007,7-11,"：多力多滋 芥末口味玉米片/ 50元
        
(區域型商品請註明 試吃",推,芥末流行過了吧,+0.600,正向,,,
M.1779541797.A.931#011,7-11,"：多力多滋 芥末口味玉米片/ 50元
        
(區域型商品請註明 試吃",推,覺得還好,+0.600,正向,,,
M.1779541797.A.931#012,7-11,"：多力多滋 芥末口味玉米片/ 50元
        
(區域型商品請註明 試吃",推,竟然有芥末，下班來買看看,+0.600,正向,,,
M.1779541797.A.931#014,7-11,"：多力多滋 芥末口味玉米片/ 50元
        
(區域型商品請註明 試吃",推,不知道拿來跟美式辣起司一起吃會有什麼感覺w,+0.600,正向,,,
M.1779541797.A.931#015,7-11,"：多力多滋 芥末口味玉米片/ 50元
        
(區域型商品請註明 試吃",推,好耶 來試試 越嗆越好,+0.600,正向,,,
M.1779600923.A.991#004,7-11,"：
        
 7-11 美福 米其林1星米香餐廳 三杯雞燴飯 
/ 9",推,鈉好恐怖XDD,+0.600,正向,,,
M.1779600923.A.991#005,7-11,"：
        
 7-11 美福 米其林1星米香餐廳 三杯雞燴飯 
/ 9",推,醬汁當然就有鈉,+0.600,正向,,,
M.1779628958.A.1CB#001,7-11,"：潮粵坊鴨肉捲餅/79
        
(區域型商品請註明 試吃試用品請標示價",推,好酷 我還沒看過耶,+0.600,正向,,,
M.1779628958.A.1CB#003,7-11,"：潮粵坊鴨肉捲餅/79
        
(區域型商品請註明 試吃試用品請標示價",推,又創一個新低,+0.600,正向,,,
M.1779628958.A.1CB#005,7-11,"：潮粵坊鴨肉捲餅/79
        
(區域型商品請註明 試吃試用品請標示價",推,感謝分享 昨天去WG練完差點買下去了 想說吃個鴨肉當蛋白質 沒想到有i珍食還40分XD,+0.600,正向,,,
M.1779631192.A.AC3#000,全家,：媽媽煮藝 蒜香綜合滷味49/香蒜胡椒肉骨茶麵79,推,泡麵感覺很讚 不少人說好吃,+0.600,正向,,,
M.1779631192.A.AC3#001,全家,：媽媽煮藝 蒜香綜合滷味49/香蒜胡椒肉骨茶麵79,推,哇！肉骨茶泡麵79！,+0.600,正向,,,
M.1779631192.A.AC3#002,全家,：媽媽煮藝 蒜香綜合滷味49/香蒜胡椒肉骨茶麵79,推,對欸 這款還沒吃過,+0.600,正向,,,
M.1779631192.A.AC3#005,全家,：媽媽煮藝 蒜香綜合滷味49/香蒜胡椒肉骨茶麵79,推,謝謝告五人 今晚熱量超標有理由了,+0.600,正向,,,
M.1779631192.A.AC3#010,全家,：媽媽煮藝 蒜香綜合滷味49/香蒜胡椒肉骨茶麵79,推,一直很想買這泡麵試試看但是價格有點抖,+0.600,正向,,,
M.1779631192.A.AC3#012,全家,：媽媽煮藝 蒜香綜合滷味49/香蒜胡椒肉骨茶麵79,推,這波餐促是不是偷偷在比誰最會水腫XD,+0.600,正向,,,
M.1779631192.A.AC3#013,全家,：媽媽煮藝 蒜香綜合滷味49/香蒜胡椒肉骨茶麵79,推,3000鈉一個月就要洗腎的話 先檢查一下身體比較好,+0.600,正向,,,
M.1779681926.A.F52#003,全家,"：蔬活腿排補力餐盒 /119
        
(區域型商品請註明 試吃試用品請",推,還不錯吃但很貴,+0.600,正向,,,
M.1779769103.A.46A#000,全家,"：冰心乳酪條/42
        
(區域型商品請註明 試吃試用品請標示價格0",推,買一送一？,+0.600,正向,,,
M.1779769103.A.46A#003,全家,"：冰心乳酪條/42
        
(區域型商品請註明 試吃試用品請標示價格0",推,哪來買一送一,+0.600,正向,,,
M.1779769103.A.46A#004,全家,"：冰心乳酪條/42
        
(區域型商品請註明 試吃試用品請標示價格0",推,友善時光必買,+0.600,正向,,,
M.1779769103.A.46A#007,全家,"：冰心乳酪條/42
        
(區域型商品請註明 試吃試用品請標示價格0",推,居然買一送一,+0.600,正向,,,
M.1778802633.A.CF9#000,全家,：紅豆燕麥麵包/檸檬燕麥豆漿餐包，都39$,推,檸檬燕麥有興趣,+0.600,正向,,,
M.1778802633.A.CF9#001,全家,：紅豆燕麥麵包/檸檬燕麥豆漿餐包，都39$,推,請問有人有券能分享的嗎,+0.600,正向,,,
M.1778802633.A.CF9#005,全家,：紅豆燕麥麵包/檸檬燕麥豆漿餐包，都39$,推,檸檬燕麥有興趣+1,+0.600,正向,,,
M.1778802633.A.CF9#007,全家,：紅豆燕麥麵包/檸檬燕麥豆漿餐包，都39$,推,本來用買一送一券試試看，看完成份表有點疑惑營養師為什麼會代言這個豐果長纖全麥土司比較符合,+0.600,正向,,,
M.1778802633.A.CF9#012,全家,：紅豆燕麥麵包/檸檬燕麥豆漿餐包，都39$,推,哪裡有買一送一券？,+0.600,正向,,,
M.1778802633.A.CF9#013,全家,：紅豆燕麥麵包/檸檬燕麥豆漿餐包，都39$,推,App酷碰券裡 隨機發的 我拿到檸檬燕麥https://i.mopix.cc/EPNfaL.jpg,+0.600,正向,,,
M.1778802633.A.CF9#014,全家,：紅豆燕麥麵包/檸檬燕麥豆漿餐包，都39$,推,真好都沒有看到,+0.600,正向,,,
M.1778802633.A.CF9#022,全家,：紅豆燕麥麵包/檸檬燕麥豆漿餐包，都39$,推,剛去全家看到麵包，但沒券@@,+0.600,正向,,,
M.1778816435.A.2FF#003,全家,"：綿蜜雪花蛋糕/35
        
(區域型商品請註明 試吃試用品請標示價格",推,綿木蜜雪兒蛋糕,+0.600,正向,,,
